id	query_spectrum_nr	ms2query_model_prediction	precursor_mz_difference	precursor_mz_query_spectrum	precursor_mz_analog	inchikey	analog_compound_name	smiles	cf_kingdom	cf_superclass	cf_class	cf_subclass	cf_direct_parent	npc_class_results	npc_superclass_results	npc_pathway_results
4429367621208950258	882	0.409	180.2085	273.1285	453.337	AHMMSNQYOPMLSX	Boldenone_Undecylenate	[H]C(C(C([H])([H])[H])14)(C(C([H])(C([H])([H])C4([H])[H])2)([H])C(C([H])([H])C(=C([H])3)C2(C([H])([H])[H])C(=C(C(=O)3)[H])[H])([H])[H])C(C(C1(OC(C(C(C([H])([H])C([H])([H])C([H])([H])C(C(C(C([H])=C([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=O)[H])([H])[H])([H])[H]	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroid esters	Steroid esters	Cholestane steroids	Steroids	Terpenoids
4429367621208950258	883	0.409	191.1015	273.1285	464.23	RWSJPESCUJCQNS	"(2S)-2-[[(2S)-2-(1,2-dihydroimidazo[1,2-a]benzimidazole-3-carbonylamino)-4-methylpentanoyl]amino]-3-phenylpropanoic acid"""	CC(C)C[C@H](NC(=O)N1CCn2c1nc3ccccc23)C(=O)N[C@@H](Cc4ccccc4)C(=O)O	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides	Tripeptides	Small peptides	Amino acids and Peptides
4429367621208950258	884	0.409	472.4115	273.1285	745.54	OHFNMJLLKAYZIA	"""(7R,9S,10R,13R,14S,17R)-7-hydroxy-17-((R)-5-hydroxypentan-2-yl)-10,13-dimethyl-6,7,8,9,10,11,12,13,14,15,16,17-dodecahydro-3H-cyclopenta[a]phenanthren-3-one"""	C[C@H](CCCO)[C@H]1CC[C@H]2[C@]3([H])[C@H](O)CC4=CC(C=C[C@]4(C)[C@H]3CC[C@@]21C)=O	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Bile acids, alcohols and derivatives	Dihydroxy bile acids, alcohols and derivatives	Cholestane steroids	Steroids	Terpenoids
4429367621208950258	885	0.5284	33.9895	273.1285	307.118	BVDHPBILFRQGEC	3H-Oxireno[h][3]benzoxacyclododecin-7,13(2H,8H)-dione, 1a,4,5,13a-tetrahydro-10,12-dihydroxy-5-methyl-	CC1CCCC2OC2C(=O)C3=C(CC(=O)O1)C=C(O)C=C3O	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbonyl compounds	Aryl alkyl ketones	Zearalenones	Macrolides	Polyketides
4429367621208950258	886	0.409	267.9845	273.1285	541.113	YLQLFNHURAYJDR	6,7,3'-Trihydroxyflavone	O=c1cc(-c2cccc(O)c2)oc2cc(O)c(O)cc12	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavones	Flavones	Flavones	Flavonoids	Shikimates and Phenylpropanoids
4429367621208950258	887	0.3459	19.0775	273.1285	292.206	DOMXUEMWDBAQBQ	Terbinafine	CC(C)(C)C#C/C=C/CN(C)CC1=CC=CC2=CC=CC=C21	Organic compounds	Benzenoids	Naphthalenes		Naphthalenes	Hydrocarbons	Fatty acyls	Fatty acids
4429367621208950258	888	0.3459	18.0075	273.1285	291.136	KIDYUEHQXIEBGK	3,6-diphenylcyclohexane-1,2-diol	OC1C(c2ccccc2)CCC(c2ccccc2)C1O	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Cyclohexanols			Shikimates and Phenylpropanoids
4429367621208950258	889	0.409	180.2085	273.1285	453.337	AHMMSNQYOPMLSX	Boldenone_Undecylenate	[H]C(C(C([H])([H])[H])14)(C(C([H])(C([H])([H])C4([H])[H])2)([H])C(C([H])([H])C(=C([H])3)C2(C([H])([H])[H])C(=C(C(=O)3)[H])[H])([H])[H])C(C(C1(OC(C(C(C([H])([H])C([H])([H])C([H])([H])C(C(C(C([H])=C([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=O)[H])([H])[H])([H])[H]	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroid esters	Steroid esters	Cholestane steroids	Steroids	Terpenoids
4429367621208950258	890	0.409	224.2315	273.1285	497.36	FPMQKXQOBKDVHF	Bryodulcosigenin	O=C1CC2(C)C(CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C13C)C(C)CCC(O)C(O)(C)C	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Cucurbitacins	Cucurbitacins	Cucurbitane triterpenoids	Triterpenoids	Terpenoids
4429367621208950258	891	0.409	178.1555	273.1285	451.284	KQJSQWZMSAGSHN	celastrol	CC1=C(O)C(=O)C=C2C1=CC=C1C2(C)CCC2(C)C3CC(C)(C(=O)O)CCC3(C)CCC12C	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids		Triterpenoids	Terpenoids
4429367621208950258	892	0.4893	197.1435	273.1285	470.272	IOFATHVLOIXNOR	{[1,4a-dimethyl-7-(methylethyl)(1,2,3,4,9,10,10a,4a-octahydrophenanthryl)]meth yl}[(4-methoxy-3-methylphenyl)sulfonyl]amine	COc1ccc(S(=O)(=O)NCC2(C)CCCC3(C)c4ccc(C(C)C)cc4CCC23)cc1C	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Abietane diterpenoids	Diterpenoids	Terpenoids
4429367621208950258	893	0.6832	0.0005	273.1285	273.128	ZBMZVLHSJCTVON	Sotalol	CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O	Organic compounds	Benzenoids	Benzene and substituted derivatives	Sulfanilides	Sulfanilides	Phenylethylamines	Tyrosine alkaloids	Alkaloids
4429367621208950258	894	0.6246	0.0005	273.1285	273.128	ZBMZVLHSJCTVON	Sotalol	CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O	Organic compounds	Benzenoids	Benzene and substituted derivatives	Sulfanilides	Sulfanilides	Phenylethylamines	Tyrosine alkaloids	Alkaloids
4429367621208950258	895	0.6246	0.0005	273.1285	273.128	ZBMZVLHSJCTVON	Sotalol	CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O	Organic compounds	Benzenoids	Benzene and substituted derivatives	Sulfanilides	Sulfanilides	Phenylethylamines	Tyrosine alkaloids	Alkaloids
4429367621208950258	896	0.409	322.2475	273.1285	595.376	RSIHSRDYCUFFLA	h_39_boldenone	O[C@H]1CCC2C3CCC4=CC(C=C[C@]4(C)C3CC[C@@]21C)=O	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Androstane steroids	Androgens and derivatives	Androstane steroids	Steroids	Terpenoids
4429367621208950258	897	0.409	346.3255	273.1285	619.454	VFRBLIGIRLWBKM	3-{2-hydroxy-7-[5-(1,4,5-trihydroxynonadecyl)oxolan-2-yl]heptyl}-5-methyl-2,5-dihydrofuran-2-one	CCCCCCCCCCCCCCC(C(CCC(C1OC(CCCCCC(CC2=CC(C)OC2=O)O)CC1)O)O)O	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty alcohols	Annonaceous acetogenins	Acetogenins	Linear polyketides	Polyketides
4429367621208950258	898	0.409	180.2085	273.1285	453.337	AHMMSNQYOPMLSX	Boldenone_Undecylenate	[H]C(C(C([H])([H])[H])14)(C(C([H])(C([H])([H])C4([H])[H])2)([H])C(C([H])([H])C(=C([H])3)C2(C([H])([H])[H])C(=C(C(=O)3)[H])[H])([H])[H])C(C(C1(OC(C(C(C([H])([H])C([H])([H])C([H])([H])C(C(C(C([H])=C([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=O)[H])([H])[H])([H])[H]	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroid esters	Steroid esters	Cholestane steroids	Steroids	Terpenoids
4429367621208950258	899	0.409	192.2415	273.1285	465.37	XUARCIYIVXVTAE	OLEAN-12-ENE-3B,28-DIOL	OCC12CCC(C)C(C)C2C3=CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids	Triterpenoids	Terpenoids
4429367621208950258	900	0.409	310.1395	273.1285	583.268	PFDVWJCSCYDRMZ	tri-Coumaroyl spermidine	C1=CC(=CC=C1C=CC(=O)NCCCCN(CCCNC(=O)C=CC2=CC=C(C=C2)O)C(=O)C=CC3=CC=C(C=C3)O)O	Organic compounds	Phenylpropanoids and polyketides	Cinnamic acids and derivatives	Hydroxycinnamic acids and derivatives	Coumaric acids and derivatives	Polyamines	Ornithine alkaloids	Alkaloids
4429367621208950258	901	0.409	607.5895	273.1285	880.718	ACTIUHUUMQJHFO	Ubidecarenone	COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Quinone and hydroquinone lipids	Ubiquinones	Prenyl quinone meroterpenoids	Meroterpenoids	Terpenoids
4429367621208950258	902	0.409	234.1435	273.1285	507.272	SCIXGQOSKNXPSL	[(1S,9S,13R,14R)-14-hydroxy-14-(hydroxymethyl)-5,5-dimethyltetracyclo[11.2.1.0,?.0?,?]hexadecan-9-yl]methyl (2E)-3-(3,4-dihydroxyphenyl)prop-2-enoate	CC(C)(CCC1)C2[C@]1(COC(/C=C/c(cc1)cc(O)c1O)=O)C(CC[C@H](C1)[C@@](CO)(C3)O)[C@]13CC2	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Kaurane diterpenoids	Kaurane and Phyllocladane diterpenoids	Diterpenoids	Terpenoids
4429367621208950258	903	0.409	160.3015	273.1285	433.43	CNNRPFQICPFDPO	1-Octacosanol	OCCCCCCCCCCCCCCCCCCCCCCCCCCCC	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty alcohols	Fatty alcohols	Fatty alcohols	Fatty acyls	Fatty acids
4429367621208950258	904	0.409	346.4845	273.1285	619.613	JZJYYCFYGXPUMF	Oleoyl ethylamide	CCCCCCCC/C=C\CCCCCCCC(=O)NCC	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines	N-acyl amines	Fatty amides	Fatty acids
4429367621208950258	905	0.409	232.2015	273.1285	505.33	KPKYWYZPIVAHKU	Polyporenic acid C	O=C(O)C(CCC(=C)C(C)C)C1C(O)CC2(C3=CCC4C(C(=O)CCC4(C3=CCC12C)C)(C)C)C	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Bile acids, alcohols and derivatives	Monohydroxy bile acids, alcohols and derivatives	Lanostane, Tirucallane and Euphane triterpenoids	Triterpenoids	Terpenoids
4429367621208950258	906	0.409	472.4115	273.1285	745.54	OHFNMJLLKAYZIA	"""(7R,9S,10R,13R,14S,17R)-7-hydroxy-17-((R)-5-hydroxypentan-2-yl)-10,13-dimethyl-6,7,8,9,10,11,12,13,14,15,16,17-dodecahydro-3H-cyclopenta[a]phenanthren-3-one"""	C[C@H](CCCO)[C@H]1CC[C@H]2[C@]3([H])[C@H](O)CC4=CC(C=C[C@]4(C)[C@H]3CC[C@@]21C)=O	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Bile acids, alcohols and derivatives	Dihydroxy bile acids, alcohols and derivatives	Cholestane steroids	Steroids	Terpenoids
4429367621208950258	907	0.409	163.0695	273.1285	436.198	SDNXPMNXCUDQGQ	"(2R)-2-[[(2S)-2-(1,2-dihydroimidazo[1,2-a]benzimidazole-3-carbonylamino)-3-methylbutanoyl]amino]-2-phenylacetic acid"""	CC(C)[C@H](NC(=O)N1CCn2c1nc3ccccc23)C(=O)N[C@@H](C(=O)O)c4ccccc4	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides			Alkaloids; Amino acids and Peptides
4429367621208950258	908	0.409	160.3015	273.1285	433.43	CNNRPFQICPFDPO	1-Octacosanol	OCCCCCCCCCCCCCCCCCCCCCCCCCCCC	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty alcohols	Fatty alcohols	Fatty alcohols	Fatty acyls	Fatty acids
4429367621208950258	909	0.409	200.0525	273.1285	473.181	QZZMDINWSWWNKM	Glomellic acid	Oc1c(C(=O)Oc2cc(O)c(C(=O)O)c(CC(=O)CCC)c2)c(CC(=O)CCC)cc(OC)c1	Organic compounds	Phenylpropanoids and polyketides	Depsides and depsidones		Depsides and depsidones	Depsides	Aromatic polyketides	Polyketides
4429367621208950258	910	0.409	267.9845	273.1285	541.113	YLQLFNHURAYJDR	6,7,3'-Trihydroxyflavone	O=c1cc(-c2cccc(O)c2)oc2cc(O)c(O)cc12	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavones	Flavones	Flavones	Flavonoids	Shikimates and Phenylpropanoids
4429367621208950258	911	0.409	312.3015	273.1285	585.43	BTKOBXLKOUNJAZ	[17-hydroxy-1,2,14,18,18-pentamethyl-8-(1-methylvinyl)pentacyclo[11.8.0.0<2,10 >.0<5,9>.0<14,19>]henicos-5-yl]methyl (2E)-3-(4-methoxyphenyl)prop-2-enoate	C=C(C)C1CCC2(COC(=O)C=Cc3ccc(OC)cc3)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Lupane triterpenoids	Triterpenoids	Terpenoids
4429367621208950258	912	0.409	197.1435	273.1285	470.272	IOFATHVLOIXNOR	{[1,4a-dimethyl-7-(methylethyl)(1,2,3,4,9,10,10a,4a-octahydrophenanthryl)]meth yl}[(4-methoxy-3-methylphenyl)sulfonyl]amine	COc1ccc(S(=O)(=O)NCC2(C)CCCC3(C)c4ccc(C(C)C)cc4CCC23)cc1C	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Diterpenoids	Abietane diterpenoids	Diterpenoids	Terpenoids
4429367621208950258	913	0.409	180.2085	273.1285	453.337	AHMMSNQYOPMLSX	Boldenone_Undecylenate	[H]C(C(C([H])([H])[H])14)(C(C([H])(C([H])([H])C4([H])[H])2)([H])C(C([H])([H])C(=C([H])3)C2(C([H])([H])[H])C(=C(C(=O)3)[H])[H])([H])[H])C(C(C1(OC(C(C(C([H])([H])C([H])([H])C([H])([H])C(C(C(C([H])=C([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=O)[H])([H])[H])([H])[H]	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroid esters	Steroid esters	Cholestane steroids	Steroids	Terpenoids
4429367621208950258	914	0.409	180.2085	273.1285	453.337	AHMMSNQYOPMLSX	Boldenone_Undecylenate	[H]C(C(C([H])([H])[H])14)(C(C([H])(C([H])([H])C4([H])[H])2)([H])C(C([H])([H])C(=C([H])3)C2(C([H])([H])[H])C(=C(C(=O)3)[H])[H])([H])[H])C(C(C1(OC(C(C(C([H])([H])C([H])([H])C([H])([H])C(C(C(C([H])=C([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=O)[H])([H])[H])([H])[H]	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroid esters	Steroid esters	Cholestane steroids	Steroids	Terpenoids
4429367621208950258	915	0.409	192.2415	273.1285	465.37	FVWJYYTZTCVBKE	(3beta)-lup-20(29)-ene-3,28-diol	OCC12CCC(C(=C)C)C2C3CCC4C5(C)CCC(O)C(C)(C)C5CCC4(C)C3(C)CC1	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Lupane triterpenoids	Triterpenoids	Terpenoids
4429367621208950258	916	0.409	508.3415	273.1285	781.47	WRYJYFCCMSVEPQ	Saikosaponin B2	OCC1OC(OC2C(O)C(OC(C)C2O)OC3CCC4(C)C5C=CC6=C7CC(C)(C)CCC7(CO)C(O)CC6(C)C5(C)CCC4C3(C)CO)C(O)C(O)C1O	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Terpene glycosides	Triterpene saponins	Oleanane triterpenoids	Triterpenoids	Terpenoids
4429367621208950258	917	0.4887	222.1455	273.1285	495.274	IYHZCJNEODJYKB	Schweinfurthin E	COC1=CC(\C=C\C2=CC(O)=C(CC=C(C)C)C(O)=C2)=CC2=C1OC1(C)CC(O)C(O)C(C)(C)C1C2	Organic compounds	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	Xanthenes	Monomeric stilbenes	Stilbenoids	Shikimates and Phenylpropanoids
4429367621208950258	918	0.409	228.0995	273.1285	501.228	XVPZRKIQCKKYNE	2-benzyl-1-methyl-1,4-dihydroquinazolin-4-one	CN(C(Cc1ccccc1)=N1)c(cccc2)c2C1=O	Organic compounds	Organoheterocyclic compounds	Diazanaphthalenes	Benzodiazines	Quinazolines	Quinazoline alkaloids	Anthranilic acid alkaloids	Alkaloids
4429367621208950258	919	0.409	159.9635	273.1285	433.092	QXKHYNVANLEOEG	9-methoxy-7H-furo[3,2-g]chromen-7-one	COc(c(occ1)c1cc1C=C2)c1OC2=O	Organic compounds	Phenylpropanoids and polyketides	Coumarins and derivatives	Furanocoumarins	8-methoxypsoralens	Furocoumarins; Simple coumarins	Coumarins	Shikimates and Phenylpropanoids
17351696255561211830	920	0.409	116.0602	414.2988	530.359	RTDQSSMYUXUAHN	Citrulline-CA	C[C@H](CCC(N[C@H](C(O)=O)CCCNC(N)=O)=O)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@@]21C	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Bile acids, alcohols and derivatives	Trihydroxy bile acids, alcohols and derivatives	Cholane steroids	Steroids	Terpenoids
17351696255561211830	922	0.409	85.9812	414.2988	500.28	SQMGCPHFHQGPIF	Aconine	OC1CC(OC)C23C4N(CC)CC1(COC)C3C(OC)C4C5(O)C(O)C(OC)C6(O)CC2C5C6O	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Aconitane-type diterpenoid alkaloids	Terpenoid alkaloids	Pseudoalkaloids	Alkaloids; Terpenoids
17351696255561211830	923	0.409	96.7012	414.2988	511.0	KZVHAGNFWJIOMX	Jamaicamide B	CO\C(CCNC(=O)CC\C=C\C(C)CC\C(CCCC#C)=C\Cl)=C\C(=O)N1C(C)C=CC1=O	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty amides	N-acyl amines			
17351696255561211830	924	0.409	35.8012	414.2988	450.1	WVULKSPCQVQLCU	glycodeoxycholate	C(C2([H])3)CC([H])(C1)C(C)(C(CC([H])(O)C(C(C([H])(C)CCC(=O)NCC(O)=O)([H])4)(C)C(CC4)3[H])([H])2)CCC1([H])O	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Bile acids, alcohols and derivatives	Glycinated bile acids and derivatives	Cholane steroids	Steroids	Terpenoids
17351696255561211830	925	0.4887	59.0642	414.2988	473.363	QGNVMEXLLPGQEV	Saikogenin D	OCC12C(=C3C=CC4C5(C)CCC(O)C(C)(CO)C5CCC4(C)C3(C)CC1O)CC(C)(C)CC2	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Oleanane triterpenoids	Triterpenoids	Terpenoids
17351696255561211830	926	0.409	55.7842	414.2988	470.083	ODRHNGNRVVELAJ	Magnoflorine Iodide	[I-].OC=1C(OC)=CC=C2C1C=3C(O)=C(OC)C=C4C3C(C2)[N+](C)(C)CC4	Organic compounds	Alkaloids and derivatives	Aporphines		Aporphines			
17351696255561211830	927	0.5521	63.0312	414.2988	477.33	SLJTWDNVZKIDAU	Liquidambaric acid	O=C(O)C12CCC(C(=C)C)C2C3CCC4C5(C)CCC(=O)C(C)(C)C5CCC4(C)C3(C)CC1	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Lupane triterpenoids	Triterpenoids	Terpenoids
17351696255561211830	931	0.4887	194.8812	414.2988	609.18	VGGSULWDCMWZPO	Spinosin	O=C1C=C(OC=2C=C(OC)C(=C(O)C12)C3OC(CO)C(O)C(O)C3OC4OC(CO)C(O)C(O)C4O)C=5C=CC(O)=CC5	Organic compounds	Phenylpropanoids and polyketides	Flavonoids	Flavonoid glycosides	Flavonoid C-glycosides	Flavones	Flavonoids	Shikimates and Phenylpropanoids
17351696255561211830	932	0.409	51.0722	414.2988	465.371	IOPDFSGGBHSXSV	Ainidiol	OC1CCC2(C)C(CCC3(C)C2CCC4C5C(C(=C)CCC5(C)C(O)CC43C)C)C1(C)C	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids	Triterpenoids	Terpenoids
17351696255561211830	933	0.409	107.0112	414.2988	521.31	RPCTUYZLPGGPJD	Precyasterone	O=C1OC(CC(C(O)C)C1C)C(O)(C)C2CCC3(O)C4=CC(=O)C5CC(O)C(O)CC5(C)C4CCC23C	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroid lactones	Withanolides and derivatives	Ecdysteroids	Steroids	Terpenoids
17351696255561211830	935	0.6052	503.2482	414.2988	917.547	MYBAONSAUGZRAX	Notoginsenoside Fe	OCC1OC(OCC2OC(OC(C)(CCC=C(C)C)C3CCC4(C)C3C(O)CC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7O)C(C)(C)C6CCC54C)C(O)C(O)C2O)C(O)C1O	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Triterpenoids	Triterpenoids	Dammarane and Protostane triterpenoids	Triterpenoids	Terpenoids
17351696255561211830	936	0.4887	223.9582	414.2988	638.257	AAIIJIOWYALNCC		C[C@@H]1CCC2C(C)(C)[C@H](OC(C)=O)[C@@H](C[C@]2(C)[C@@]13CC4=C(O3)C5=C(C=C4O)C(=O)N(C5)[C@@H](CCC(O)=O)C(O)=O)OC(C)=O	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Glutamic acid and derivatives	Drimane sesquiterpenoids; Spriromeroterpenoids	Meroterpenoids; Sesquiterpenoids	Terpenoids
17351696255561211830	937	0.409	309.1092	414.2988	723.408	YGVSZJJKFQFKBE	1-(furan-3-yl)-2-(4,5,6-trihydroxy-1,2,4a,5-tetramethyl-decahydronaphthalen-1-yl)ethan-1-one	CC(CC1O)C(C)(CC(c2cocc2)=O)C(CCC2O)C1(C)C2(C)O	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Colensane and clerodane diterpenoids	Colensane and Clerodane diterpenoids	Diterpenoids	Terpenoids
17351696255561211830	938	0.409	26.8832	414.2988	441.182	BFVCXYLQNGCSNB	Clindamycin N-oxide	CCCC1CC(C(NC(C(Cl)C)C2C(O)C(O)C(O)C(SC)O2)=O)[N+](C)([O-])C1	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Thioglycosides			
17351696255561211830	939	0.5491	18.0412	414.2988	432.34	IUKLSMSEHKDIIP	Peimine	OC1CCC2(C)C(C1)C(O)CC3C4CCC5C(CN6CC(C)CCC6C5(O)C)C4CC32	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroidal alkaloids	Cerveratrum-type alkaloids	Steroidal alkaloids	Pseudoalkaloids	Alkaloids; Terpenoids
17351696255561211830	940	0.5491	18.0412	414.2988	432.34	IUKLSMSEHKDIIP	Peimine	OC1CCC2(C)C(C1)C(O)CC3C4CCC5C(CN6CC(C)CCC6C5(O)C)C4CC32	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroidal alkaloids	Cerveratrum-type alkaloids	Steroidal alkaloids	Pseudoalkaloids	Alkaloids; Terpenoids
17351696255561211830	941	0.7589	0.0012	414.2988	414.3	GHCZAUBVMUEKKP	GLYCOCHENODEOXYCHOLATE	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Bile acids, alcohols and derivatives	Glycinated bile acids and derivatives	Cholane steroids; Cholestane steroids	Steroids	Terpenoids
17351696255561211830	942	0.6337	409.1812	414.2988	823.48	SLAWMGMTBGDBFT	Mogroside II A2	OCC1OC(OCC2OC(OC3CCC4C(=CCC5C4(C)C(O)CC6(C)C(CCC56C)C(C)CCC(O)C(O)(C)C)C3(C)C)C(O)C(O)C2O)C(O)C(O)C1O	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroidal glycosides	Cucurbitacin glycosides	Cucurbitane triterpenoids	Triterpenoids	Terpenoids
17351696255561211830	943	0.409	19.8832	414.2988	434.182	JTJJJLSLKZFEPJ	Meleagrine	CC(C)(C=C)[C@@]12C=C(C(=O)N\3[C@]1(NC(=O)/C3=C\C4=CN=CN4)N(C5=CC=CC=C25)OC)O	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Pyridoindoles	Pyridoindolones	Imidazole alkaloids	Histidine alkaloids	Alkaloids
17351696255561211830	945	0.409	125.2292	414.2988	539.528	GCGTXOVNNFGTPQ	Cer(d18:0/16:0)	CCCCCCCCCCCCCCC[C@H]([C@H](CO)NC(=O)CCCCCCCCCCCCCCC)O	Organic compounds	Lipids and lipid-like molecules	Sphingolipids	Ceramides	Long-chain ceramides	Ceramides	Sphingolipids	Fatty acids
17351696255561211830	946	0.409	97.0512	414.2988	511.35	HZKFYHKCBBWPIX	Alteramide A	CC[C@H]1C[C@@H]2C[C@H]3/C=C\C=C/C(=O)NCC[C@@H]([C@H]4C(=O)/C(=C(\C=C/C=C\[C@@H]([C@H]3[C@@H]2[C@H]1C)O)/O)/C(=O)N4)O	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Macrocyclic tetramic acids	Macrolides	Amino acids and Peptides; Polyketides
17351696255561211830	947	0.409	44.9312	414.2988	459.23	KBKUJJFDSHBPPA	Cinobufotalin	O=C1OC=C(C=C1)C2C(OC(=O)C)C3OC34C5CCC6(O)CC(O)CCC6(C)C5CCC24C	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroid lactones	Bufanolides and derivatives	Bufadienolides	Steroids	Terpenoids
17351696255561211830	948	0.4887	197.1412	414.2988	611.44	QADGRUZLZSCZEY	Citrinadin C	C[C@H]1C[C@H](C[C@H]2N1C[C@@]3(C[C@@]4(C5=CC=CC(=C5NC4=O)C(=O)[C@@H]6C(O6)(C)C)C([C@]3(C2)O)(C)C)NC)OC(=O)[C@H](C(C)C)NC	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Delta amino acids and derivatives			Alkaloids
17351696255561211830	949	0.6074	409.1812	414.2988	823.48	SLAWMGMTBGDBFT	Mogroside II A2	OCC1OC(OCC2OC(OC3CCC4C(=CCC5C4(C)C(O)CC6(C)C(CCC56C)C(C)CCC(O)C(O)(C)C)C3(C)C)C(O)C(O)C2O)C(O)C(O)C1O	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroidal glycosides	Cucurbitacin glycosides	Cucurbitane triterpenoids	Triterpenoids	Terpenoids
