"","mzmed","mzmin","mzmax","rtmed","rtmin","rtmax","npeaks","CTR","CVD","QC","ms_level"
"FT1899",290.212200341586,290.211248648782,290.215024108988,31.2320739266175,28.9952757918124,31.8638183110056,6,1,3,1,1
"FT1900",290.248553485311,290.24781835268,290.24922088821,28.1624574049144,27.8811030608319,29.0495996324908,10,3,3,4,1
"FT1901",290.284570910407,290.284159458215,290.285266956246,26.2132053030577,25.9313467297615,27.3387850554074,10,3,3,4,1
"FT1902",290.766346030314,290.765950823598,290.766858183648,148.116844061069,147.480818196079,148.323796358784,8,2,2,4,1
"FT1903",290.847793805871,290.847494770635,290.84835140059,143.048016345211,141.418203177411,144.209831713385,10,3,3,4,1
"FT1904",290.847553485343,290.847301618558,290.847925237633,122.19998620344,118.081952717374,124.394439681702,10,3,3,4,1
"FT1905",290.847678228721,290.847291976411,290.847931032223,132.232302175763,131.369914027883,133.881224191316,7,2,2,3,1
"FT1906",290.84765308999,290.847379583464,290.848058986349,103.553314007317,100.180654873459,106.52101569292,6,1,1,3,1
"FT1907",290.847575345951,290.847400085695,290.848063041408,111.921570680968,109.884172555053,114.306282829165,4,0,0,4,1
"FT1908",291.012490122416,291.01213413053,291.012869612638,215.439544168114,214.750236277287,215.788877668579,10,3,3,4,1
"FT1909",291.060590090735,291.05959948591,291.060856586594,171.479899391847,171.032884876773,171.716168155245,4,1,3,0,1
"FT1910",291.11922256051,291.118474107669,291.120530934489,195.925164016854,195.633852309212,199.523730247267,11,3,3,4,1
"FT1911",291.119082970836,291.118472346414,291.119602780901,187.52604585777,187.223603162455,188.102510372673,8,2,2,4,1
"FT1912",291.1350261678,291.13231245361,291.139284959131,34.2948871611565,34.009325521964,34.8378876498386,7,3,3,1,1
"FT1913",291.15408746531,291.153662549001,291.154851983853,155.588165438658,155.348852679262,155.975241551771,8,3,2,3,1
"FT1914",291.156109564352,291.155691977762,291.156573441541,199.799387132199,199.391837807518,201.196288332881,5,0,2,3,1
"FT1915",291.171424369032,291.169413299521,291.172276255055,33.7457069323005,32.6229962256831,34.4633979139619,9,3,3,3,1
"FT1916",291.20591324714,291.1995214285,291.2069533123,32.8404516406339,29.0495996324908,33.4659960928028,11,2,3,4,1
"FT1917",291.245254984571,291.241933684114,291.25211091169,28.8714677150349,28.1698051210976,30.1894324007722,10,3,3,3,1
"FT1918",291.286952966122,291.286433408582,291.287665588073,26.3464476453429,26.1936391867608,27.3387850554074,10,3,3,4,1
"FT1919",291.459145662202,291.458900481726,291.459709475633,202.160254665263,201.521690103696,205.206953441225,5,0,0,3,1
"FT1920",291.888563617761,291.887789918727,291.889571519494,201.600528100327,200.962094683099,202.153693994615,8,3,1,4,1
"FT1921",291.907352930874,291.906877987937,291.907828421121,182.772660468105,180.020101905378,183.599762697675,7,2,0,4,1
"FT1922",291.975653771245,291.97530083595,291.977039944725,144.072078765689,141.418203177411,144.209831713385,9,2,2,4,1
"FT1923",291.977095880842,291.9763735927,291.977598072831,203.200326480635,202.848916804663,204.306095130415,5,1,3,1,1
"FT1924",291.983599124418,291.983260716953,291.983779192226,148.954149454445,148.867457965831,149.286173651353,5,1,1,3,1
"FT1925",292.122228349101,292.12188464296,292.122658781755,195.913566295743,195.63646737717,196.182441674056,7,3,3,1,1
"FT1926",292.114148349917,292.11229990474,292.115093927973,182.798209411927,182.487029247396,188.176097370054,8,3,2,2,1
"FT1927",292.198320463615,292.197670905653,292.199328271499,189.543730658442,189.192119327436,189.979448604081,10,3,3,4,1
"FT1928",292.201337598158,292.197355975473,292.207435782232,33.9051893314647,33.0388153600559,34.3051282816269,6,3,2,1,1
"FT1929",292.227579580454,292.226868966952,292.228940881448,31.2358296202471,27.0454728440879,31.5610840566162,13,3,3,4,1
"FT1930",292.26386934098,292.263516104499,292.264641407654,28.1624574049144,27.6074518281177,29.0495996324908,10,3,3,4,1
"FT1931",292.289760448534,292.288999159895,292.292431825264,26.3427109691591,25.9226393620688,28.4072794781574,8,3,3,2,1
"FT1932",292.45918027455,292.458194417434,292.459733949704,201.285642345845,201.203036932383,201.600402588556,6,2,0,4,1
"FT1933",292.845899101178,292.845657139009,292.846308311418,142.814048766325,141.630377814809,144.209022329208,9,3,3,3,1
"FT1934",292.84576358985,292.845208208756,292.84627588615,77.789232939253,73.8968035620107,80.4565728314636,6,3,1,2,1
"FT1935",292.994444649283,292.993418375296,292.995028843106,145.967119566602,144.983456733084,147.213597728666,6,3,3,0,1
"FT1936",293.023088924464,293.018625731231,293.023536199263,167.101956781142,163.191155631213,167.427840791783,6,1,1,4,1
"FT1937",293.063587746791,293.063093130472,293.064003088509,170.176632663867,170.071958719738,170.550696730867,8,3,1,4,1
"FT1938",293.064888358483,293.062549327041,293.065486283508,180.275586681612,180.165683029311,180.642538120407,4,1,3,0,1
"FT1939",293.098512619835,293.098041697459,293.098866593434,197.296073743955,196.469475712903,199.391837807518,11,3,3,4,1
"FT1940",293.098751146847,293.098133546446,293.099475683628,180.584206605928,179.889090913871,181.653210936024,8,3,3,2,1
"FT1941",293.098242509706,293.09797735021,293.098964125648,213.903221222295,213.513022141092,214.110789303795,5,0,1,4,1
"FT1942",293.132755912703,293.131886309591,293.133439245526,168.259693690646,168.150132532778,168.686298939105,6,3,1,2,1
"FT1943",293.147559495473,293.144875096063,293.14933307549,32.9371695206503,32.6709547588052,33.1869547372788,8,3,2,3,1
"FT1944",293.146195159155,293.145310319092,293.147539832268,177.146870078367,176.71538889356,177.727305598392,8,2,2,4,1
"FT1945",293.175462966286,293.174335404324,293.176074655195,26.7679022453495,26.7450228829021,26.7761636916975,10,3,3,4,1
"FT1946",293.186461483011,293.185084770218,293.188613317484,33.7416485929923,33.2325507147437,34.1784962711565,10,3,3,4,1
"FT1947",293.222444388231,293.219958778295,293.223354268922,29.6886785147505,27.6025560730272,34.0231498685592,14,3,3,4,1
"FT1948",293.26313299133,293.258823709213,293.26706831671,29.1441937039817,27.8811030608319,30.7593366617461,12,3,3,4,1
"FT1949",293.294391841957,293.290833742752,293.296848225015,27.1958000195241,26.478603689672,28.7646259878589,6,3,2,1,1
"FT1950",293.457720939042,293.45722748745,293.457848306135,201.19291403313,200.962094683099,201.877052901838,6,2,0,4,1
"FT1951",293.885102219748,293.884779626963,293.886237627883,201.537025907377,200.923482751121,202.153693994615,8,3,1,4,1
"FT1952",293.974038088809,293.973504175773,293.975289686289,144.20192988289,144.072078765689,144.209831713385,4,0,0,4,1
"FT1953",294.00440589609,294.003272317349,294.005045345238,168.499395166089,168.397591642488,168.88036173595,7,2,1,4,1
"FT1954",294.009811918311,294.009647725749,294.009828715727,162.911794968772,162.859111564637,163.02399831198,4,0,0,4,1
"FT1955",294.03315769292,294.03187574613,294.034696795495,165.704777757897,165.49736821283,165.912547765538,8,3,2,3,1
"FT1956",294.101725176677,294.101630979277,294.10233504345,180.333553638401,179.889090913871,181.403812075969,6,3,3,0,1
"FT1957",294.100805467405,294.100556181467,294.101323065362,175.210116923044,175.167805465236,175.332088591653,5,1,0,4,1
"FT1958",294.101316152112,294.10113216639,294.102279129237,170.821338893138,170.735704618567,171.015445207174,4,0,0,4,1
"FT1959",294.112325909303,294.111034340814,294.112655387702,147.238926529694,146.163083113509,147.421334553472,10,3,3,4,1
"FT1960",294.155145864129,294.154855029272,294.155502847041,168.40333379191,167.987915344251,168.602070719841,10,3,3,4,1
"FT1961",294.155234167268,294.154474328242,294.155494242753,27.6050039505724,27.2990909153618,27.6237382153996,4,0,0,4,1
"FT1962",294.179763084148,294.178121066175,294.180136364255,26.7712999482596,26.7529712807816,26.7737318199786,5,3,2,0,1
"FT1963",294.208847275442,294.207997814513,294.210791891495,27.8965038710858,27.6074518281177,29.005990233098,8,3,3,2,1
"FT1964",294.241351422964,294.238749488004,294.24342987603,29.5848267426995,29.2704543860605,32.4689520512977,9,3,3,2,1
"FT1965",294.271945212504,294.270315241085,294.274477699524,27.8944534947692,27.607871717938,28.1780930366412,6,3,3,0,1
"FT1966",294.456311067173,294.456077688541,294.457596486054,201.19291403313,200.962094683099,201.877052901838,6,2,0,4,1
"FT1967",294.865364949349,294.865155713302,294.865586357176,154.230340229217,153.977528083686,154.257347624391,6,2,0,4,1
"FT1968",294.88652276288,294.886316825012,294.886863383561,206.75438552792,206.557825655587,206.867798982381,4,0,0,4,1
"FT1969",294.939447059862,294.939045581546,294.939818465164,165.844130212942,165.146323188882,166.098847624298,10,3,3,4,1
"FT1970",294.950896404412,294.950674655869,294.951367953848,209.172660192976,208.661222794345,209.340771085743,6,3,3,0,1
"FT1971",294.970338638102,294.969994948575,294.972030042663,203.040922079518,202.71424814145,203.671133345506,4,0,0,4,1
"FT1972",295.000438259485,295.000209930763,295.00095246457,202.841813733082,202.601926523355,202.920560808439,3,0,0,3,1
"FT1973",295.001701465714,295.001574382782,295.002611948124,168.778881362227,168.498863648612,169.2585246334,7,3,1,3,1
"FT1974",295.056259480768,295.055416951949,295.057289020994,34.6804432084676,34.5593905672688,35.0331935195468,4,0,0,4,1
"FT1975",295.055592133863,295.05536944915,295.055781250921,59.6402185236769,59.2401003593623,60.2304333883698,3,0,0,3,1
"FT1976",295.102812661127,295.102487706652,295.103351029939,180.333553638401,179.969252146121,181.403812075969,6,3,3,0,1
"FT1977",295.113713691935,295.113419352253,295.114834634554,198.136253170403,197.455255411983,198.419388601364,10,3,3,4,1
"FT1978",295.118520106869,295.117707054971,295.120522542573,29.8601284055484,29.7925302868015,30.1437500558292,8,2,3,3,1
"FT1979",295.150397273119,295.149270727183,295.150940211422,199.948431533808,199.002307575041,202.081252721119,12,3,3,4,1
"FT1980",295.150331067153,295.149830767066,295.151273224109,206.723985301107,205.397732094371,207.046622638239,9,3,3,3,1
"FT1981",295.158593174965,295.15751194745,295.159257369566,168.366443479619,167.987915344251,168.673931175372,10,3,3,4,1
"FT1982",295.16596744112,295.165346270808,295.167036148434,31.623308257114,31.229761010069,31.8990812354817,10,3,3,4,1
"FT1983",295.203344751882,295.202478073595,295.20945782295,31.6414894515039,27.6025560730272,32.0091512224757,12,3,2,4,1
"FT1984",295.238212360014,295.2370646609,295.23859226229,29.0054730566794,28.4433622696073,29.6195045013778,10,3,3,4,1
"FT1985",295.274783101393,295.274386619007,295.274991896325,32.0965842491623,31.8285553865295,32.3507570636846,10,3,3,4,1
"FT1986",295.455778878263,295.455199381857,295.457551968473,205.956810304547,205.718411508749,206.037394238603,3,0,0,3,1
"FT1987",295.883734316356,295.883050545902,295.884079639003,206.017807747022,205.883458307399,208.516995968466,6,2,0,4,1
"FT1988",295.943109084446,295.942351714034,295.94358279641,165.844341137487,165.49736821283,166.26406775171,10,3,3,4,1
"FT1989",295.999046274041,295.998402620095,295.999419975995,211.578093233028,207.117410397851,212.666656596961,11,3,3,4,1
"FT1990",295.996670162183,295.995787394612,295.997368233255,202.627838353729,202.081252721119,206.264132450853,9,2,2,4,1
"FT1991",296.00975077773,296.00944108101,296.010236992523,166.119791589083,165.983895384925,166.376898800654,10,3,3,4,1
"FT1992",296.058619320612,296.058061290139,296.059973459523,34.5806152468161,34.5593905672688,34.7802711701192,3,0,0,3,1
"FT1993",296.067383397399,296.066524724199,296.069205100471,187.880499584983,187.522175603008,188.102510372673,10,3,3,4,1
"FT1994",296.105840882221,296.104936334178,296.107150347199,181.083100301994,180.087360853163,181.138153750221,5,2,3,0,1
"FT1995",296.116693546125,296.11636814944,296.117822042336,198.071554030018,197.178641735306,198.410434408534,6,2,1,3,1
"FT1996",296.149322486787,296.144979986284,296.153982832889,34.2259934654594,33.5610064856041,34.5806152468161,5,1,1,3,1
"FT1997",296.17252475825,296.17007402909,296.179186283511,31.5610840566162,30.95111719729,34.0024133486664,7,2,2,3,1
"FT1998",296.188555940914,296.181364465929,296.190813045155,34.6804432084676,32.0674399069334,35.0331935195468,4,0,1,3,1
"FT1999",296.229772343001,296.220941952849,296.232971661056,31.5414139059436,30.7593366617461,34.5031277623601,4,1,0,3,1
"FT2000",296.254989852191,296.246608150319,296.257451209038,29.2738243795654,28.9952757918124,29.3345542519248,8,2,2,4,1
"FT2001",296.292594586105,296.288631671119,296.294641174828,32.3471501473469,27.3353411549851,32.8884902246681,7,1,2,4,1
"FT2002",296.497218671458,296.496370698475,296.497572396757,202.321335971376,202.081252721119,204.653154383662,5,0,0,4,1
"FT2003",296.800769840545,296.800135336322,296.801378101349,147.837940564828,147.837556728745,147.913943926792,3,0,0,3,1
"FT2004",296.884094051254,296.884036036994,296.885048408248,206.557825655587,206.515879863346,206.867798982381,3,0,0,3,1
"FT2005",296.940565064795,296.938839815323,296.943095371364,203.402553582051,203.118254131087,204.366773014143,9,2,3,4,1
"FT2006",296.965586969011,296.964692663048,296.966740686318,202.677521205183,202.565364995393,203.813478621237,10,3,3,4,1
"FT2007",296.971158078019,296.97073479264,296.97171584119,211.935908458593,208.096369467174,212.943283896424,10,3,3,4,1
"FT2008",296.996002929877,296.994871589735,296.996558243179,202.297502402434,202.012419063498,203.26021319659,10,3,3,4,1
"FT2009",297.013003223031,297.012147208633,297.014094463816,166.119791589083,165.704961704372,166.654958122001,8,2,2,4,1
"FT2010",297.08273857855,297.081351109134,297.083578965928,26.2030809008953,26.1936391867608,26.2121190051016,4,1,3,0,1
"FT2011",297.167723381084,297.16721632964,297.167890947956,159.560814668664,159.244411956265,160.128847201364,10,3,3,4,1
"FT2012",297.181655112939,297.180820568363,297.182248484215,31.0901419449754,29.2792718475807,32.4689520512977,20,3,3,4,1
"FT2013",297.20381247415,297.203360225362,297.204224652714,146.594891409104,143.651648088458,147.42651145834,8,2,3,2,1
"FT2014",297.217532000143,297.216006553603,297.218300323692,30.1780118145365,29.8365526060351,34.2808979518526,14,3,3,4,1
"FT2015",297.239980865299,297.238635189532,297.243327955331,27.0478274443799,22.0322496430742,30.9391531508779,10,2,3,3,1
"FT2016",297.497232025421,297.496077567256,297.498788191751,202.160254665263,202.012419063498,202.868283029962,9,2,3,4,1
"FT2017",297.881064634182,297.880178424688,297.881738292373,206.098746774684,205.956810304547,208.516995968466,6,2,0,4,1
"FT2018",297.944918228699,297.943575538368,297.945601084835,203.466962696336,203.402553582051,203.733482746853,5,2,3,0,1
"FT2019",297.994800161599,297.994175783693,297.995735917881,202.323754475135,202.012419063498,203.26021319659,10,3,3,4,1
"FT2020",298.02564339674,298.025105621909,298.026151002426,163.793085134702,163.414801404057,164.152201725624,10,3,3,4,1
"FT2021",298.053192464242,298.052725779209,298.053561023582,200.08006130815,199.668536794224,200.360538604905,10,3,3,4,1
"FT2022",298.043765856286,298.043351355316,298.052926688484,208.082741329198,205.33018021038,210.743788278938,4,0,0,3,1
"FT2023",298.104137323668,298.102175910114,298.106214907968,187.22539330837,186.962735040077,187.529916112532,10,3,3,4,1
"FT2024",298.117335569143,298.116646832148,298.118017474795,192.992378328336,192.746060197309,193.157635862578,8,2,2,4,1
"FT2025",298.169412892217,298.168961680578,298.170445800664,159.681834061932,159.560714022632,160.128847201364,5,3,2,0,1
"FT2026",298.184379110958,298.18403981962,298.184490387235,29.5848267426995,29.2792718475807,30.1894324007722,7,3,2,2,1
"FT2027",298.187008910175,298.185648972897,298.197554803722,32.3776006233346,31.7870525422984,34.1784962711565,10,3,2,4,1
"FT2028",298.218749738544,298.217188355204,298.220063887541,30.1323294695935,29.5579123880312,30.4743919989921,10,3,3,4,1
"FT2029",298.249932678749,298.245374715164,298.252142204667,26.9031880892344,26.2142916010138,31.229761010069,6,2,3,0,1
"FT2030",298.273038645279,298.27213802339,298.275493530541,29.0423313992587,28.9899185711696,32.6100093506159,6,1,1,3,1
"FT2031",298.311394932119,298.310383643826,298.312991829735,27.0326443584903,26.7609196786611,27.0548912452559,5,1,1,3,1
"FT2032",298.34712018563,298.346411360544,298.347735582051,25.9139799123797,25.6486059441845,26.7688680765407,7,2,2,3,1
"FT2033",298.494837816574,298.494186330945,298.495841559814,202.04175162494,202.012419063498,202.081252721119,3,0,0,3,1
"FT2034",298.881345566794,298.880873444105,298.881767792284,206.536852759466,206.436732344815,206.867798982381,4,0,0,4,1
"FT2035",298.898297368026,298.897661713806,298.899098245813,141.401843624725,140.802301671858,143.523228124661,8,3,3,2,1
"FT2036",298.940605062424,298.939161671826,298.941623104395,203.718694789467,203.132539473687,204.920115189675,6,3,3,0,1
"FT2037",298.965859402134,298.964989270466,298.966578494617,202.596217304961,202.288902058654,203.536843463778,10,3,3,4,1
"FT2038",298.99261147774,298.992263860995,298.992879708691,143.930313132307,143.651349933942,144.385884412354,6,2,0,4,1
"FT2039",299.016686085391,299.016582543754,299.016818832194,200.840890861767,200.682281004877,200.923482751121,4,0,0,4,1
"FT2040",299.028723594746,299.028299378344,299.029142716546,163.793085134702,163.414801404057,164.152201725624,10,3,3,4,1
"FT2041",299.05554347978,299.054954703956,299.055896146728,200.08006130815,199.668536794224,200.360538604905,10,3,3,4,1
"FT2042",299.062918942728,299.062125067783,299.065545536944,26.2098734513927,26.1936391867608,26.4929199229342,5,2,3,0,1
"FT2043",299.078005133706,299.077709539621,299.078705425527,27.3192094459805,27.2990909153618,27.6123475832082,3,0,0,3,1
"FT2044",299.11066508257,299.110148113166,299.111370882772,27.3288159518428,27.2990909153618,33.4454526358163,11,3,3,4,1
"FT2045",299.118976614278,299.111839413081,299.120321321842,170.903019635927,168.981342360605,175.332088591653,7,1,1,4,1
"FT2046",299.135493284186,299.129861693464,299.136232539866,147.000532502843,146.163083113509,147.558848980983,7,3,2,2,1
"FT2047",299.139322084783,299.138353684605,299.140514810462,28.1302459421006,27.8811030608319,28.1698051210976,7,0,3,4,1
"FT2048",299.143709507787,299.140706008278,299.146278420387,34.1900301421926,34.009325521964,35.0331935195468,6,1,3,2,1
"FT2049",299.157388511339,299.157082789502,299.157762444173,172.13375451399,171.85454667555,172.546465230005,5,3,2,0,1
"FT2050",299.16155492477,299.160131133692,299.162186214392,26.7688680765407,26.7529712807816,26.7761636916975,9,3,3,3,1
"FT2051",299.181587154649,299.173028888059,299.185299290409,29.670020453838,28.7167323562754,33.5373311798959,6,1,3,2,1
"FT2052",299.214650507771,299.213652258631,299.215635344157,28.0272687565041,27.8811030608319,28.4589040140522,6,3,3,0,1
"FT2053",299.236191327044,299.232946500047,299.239268308313,33.5983080397896,31.8990812354817,35.0574167729311,6,1,2,3,1
"FT2054",299.256819077241,299.255412330216,299.258455932046,30.924701196646,28.4433622696073,31.2358296202471,8,2,1,4,1
"FT2055",299.87959413982,299.878761105552,299.879960976219,205.998221255441,205.883458307399,208.516995968466,5,1,0,4,1
"FT2056",299.946603042674,299.94510493288,299.947224354736,203.746671918338,203.410028894052,204.366773014143,5,2,3,0,1
"FT2057",299.96659794423,299.965053641447,299.967832973508,202.574827144987,202.288902058654,203.536843463778,8,3,1,4,1
"FT2058",300.024281713292,300.024078858753,300.025119206616,197.569193059793,196.901046047856,199.391837807518,5,0,0,4,1
"FT2059",300.029779913531,300.028996500713,300.031288201374,163.786755649974,163.414801404057,164.430145282124,8,3,1,4,1
"FT2060",300.049440541988,300.048722805705,300.050140247963,200.08006130815,199.668536794224,200.49366209447,10,3,3,4,1
"FT2061",300.114466731614,300.114158765482,300.115048081414,175.196558591418,174.652607812618,175.489807070385,10,3,3,4,1
"FT2062",300.115498663488,300.114297532491,300.116122037142,171.015279911672,170.645177440608,171.386187600907,9,3,2,4,1
"FT2063",300.119409195038,300.118991790725,300.119934797248,199.25216754925,198.838474522983,199.663537357305,10,3,3,4,1
"FT2064",300.114328304126,300.113765353482,300.115875260537,27.3288159518428,27.2990909153618,27.3387850554074,9,3,2,4,1
"FT2065",300.167025685306,300.166222393135,300.172398671961,34.2639376156339,33.4521973981557,34.5593905672688,4,0,1,3,1
"FT2066",300.202249647672,300.201404151207,300.202777728663,34.2948871611565,33.7307618259447,34.5806152468161,9,3,2,4,1
"FT2067",300.212589165523,300.211483671984,300.21332387763,32.1466863889441,32.0656998108638,32.4080510993223,3,3,0,0,1
"FT2068",300.232560617073,300.232133116239,300.236751946279,30.1037607796176,29.0006330124552,34.5735403536337,11,3,3,4,1
"FT2069",300.268706142068,300.26065252334,300.269688265065,26.4733029332166,26.1962883503979,29.0006330124552,11,3,3,4,1
"FT2070",300.289994944415,300.289261366668,300.291327569867,29.2930251383176,29.0350631660265,33.1175555891562,14,3,3,4,1
"FT2071",300.410770381027,300.410352594463,300.411135907044,208.214797195173,208.096369467174,208.251941574437,4,0,0,4,1
"FT2072",300.899380486592,300.898186980386,300.899639263955,203.095790986429,202.841813733082,204.09012102076,6,2,0,4,1
"FT2073",300.921064504333,300.92081217572,300.921380474593,202.160254665263,201.801474779458,205.33018021038,3,0,0,3,1
"FT2074",300.962697843496,300.961795114722,300.963839946268,202.574827144987,202.04175162494,203.536843463778,10,3,3,4,1
"FT2075",300.99061179371,300.989826599341,300.991291637481,144.133458101131,143.930739675317,144.209022329208,4,0,0,4,1
"FT2076",301.01224720649,301.011653479563,301.012805780749,201.340442695261,200.682281004877,201.75341854985,10,3,3,4,1
"FT2077",301.075816657173,301.075612002174,301.075976294005,168.741048310104,168.498863648612,169.226741120776,6,3,2,1,1
"FT2078",301.075549856495,301.075196872431,301.075700993259,11.6934034088673,9.95342805208182,12.8423954746805,6,0,2,4,1
"FT2079",301.111915433494,301.110960546568,301.112611646675,163.749520510248,163.414801404057,164.152201725624,10,3,3,4,1
"FT2080",301.111959000088,301.111287264498,301.113275482302,197.31776401348,196.760345739389,197.853255249462,10,3,3,4,1
"FT2081",301.119924711679,301.118655896362,301.121586801465,34.3395751294755,34.009325521964,34.7802711701192,10,3,3,4,1
"FT2082",301.116085615976,301.115713848725,301.116336965586,27.4548789638943,27.3192094459805,27.6237382153996,4,0,0,4,1
"FT2083",301.141480104098,301.141280091179,301.141838879408,160.935233164977,160.11927170454,161.098472310395,4,0,1,3,1
"FT2084",301.141729007207,301.141036917316,301.142222402545,26.4884033147258,22.779111097897,26.4929258361376,7,3,3,1,1
"FT2085",301.15431133868,301.149372125111,301.155046118337,34.5806152468161,33.7307618259447,34.7802711701192,5,0,2,3,1
"FT2086",301.172386189302,301.171987296947,301.172738618049,168.40333379191,167.987915344251,168.602070719841,10,3,3,4,1
"FT2087",301.234378945849,301.23333200994,301.235147942972,29.8484985898743,28.7167323562754,30.1894324007722,10,3,3,4,1
"FT2088",301.271277845454,301.270585041179,301.27546191731,26.478603689672,25.9313467297615,27.6123475832082,7,2,3,2,1
"FT2089",301.293638402696,301.292882703787,301.294294386776,29.2765481135731,29.0350631660265,29.3345542519248,10,3,3,4,1
"FT2090",301.898819769103,301.897777043943,301.8993319317,141.639686377427,140.022663908243,142.217733867615,10,3,3,4,1
"FT2091",301.900157619482,301.899941829771,301.900480443232,202.90103924342,202.71424814145,203.118254131087,4,0,0,4,1
"FT2092",301.917913231611,301.917580359905,301.918390263264,207.19199757461,207.074946480815,207.42143629563,4,0,0,4,1
"FT2093",301.938774103159,301.938109855217,301.93899703255,148.982995266246,148.936923876223,149.352685800057,6,2,0,4,1
"FT2094",302.012213484243,302.011964086805,302.012525792731,153.497807990936,153.305569854772,153.87402682897,5,3,2,0,1
"FT2095",302.020007065111,302.019370620062,302.020598527473,197.10495952838,196.191807336208,199.668536794224,10,2,3,4,1
"FT2096",302.019904320935,302.019351223838,302.020173923942,205.760606701068,205.43859663769,207.662654109535,7,0,3,4,1
"FT2097",302.020073519382,302.019247247976,302.020348618055,179.916693494673,179.612495183397,180.24901361573,4,1,3,0,1
"FT2098",302.01999058718,302.019740369651,302.020546763643,187.909707102699,187.801894474194,188.381098220782,3,0,3,0,1
"FT2099",302.023540722091,302.022917565032,302.024177793918,165.984694874043,165.774071314912,166.376898800654,10,3,3,4,1
"FT2100",302.07937770924,302.078793239649,302.08022804721,21.8916053823469,19.2506258561053,23.65547666279,6,1,1,3,1
"FT2101",302.104624605486,302.103119179472,302.107094284827,34.0749320027583,33.7307618259447,34.5593905672688,9,3,3,3,1
"FT2102",302.121581645371,302.121474944362,302.121844580344,170.411817818846,169.925569706329,171.107669962102,10,3,3,4,1
"FT2103",302.121273680115,302.120855263167,302.121442808125,175.214488762867,175.167805465236,175.461969769793,5,0,1,4,1
"FT2104",302.135500245521,302.134437469765,302.136538050699,193.655962357897,193.116444519878,198.419388601364,13,3,3,4,1
"FT2105",302.175323247473,302.17492221478,302.176188858289,168.498332131135,168.150132532778,168.686298939105,9,2,3,4,1
"FT2106",302.191795557782,302.184886194968,302.194121574009,34.3018817658085,32.3315292140496,34.5031277623601,5,1,0,4,1
"FT2107",302.206642249536,302.206388703173,302.207198048088,189.548328605745,189.192119327436,189.836572045208,10,3,3,4,1
"FT2108",302.196993492189,302.196708758321,302.198067274625,29.6008193159869,29.2738243795654,34.5593905672688,11,3,3,4,1
"FT2109",302.214069400667,302.21297828308,302.21797587408,33.7457069323005,33.4521973981557,34.1019559125119,5,3,2,0,1
"FT2110",302.231234906762,302.229911702194,302.232692383807,32.3507570636846,32.0656998108638,32.6100093506159,7,3,0,4,1
"FT2111",302.248272208899,302.247062497326,302.249331161551,26.771550052928,26.4884033147258,28.4796451292108,9,3,3,3,1
"FT2112",302.28437954582,302.283536110565,302.285185561927,26.2009083049831,25.9313113496434,27.333619204774,10,3,3,4,1
"FT2113",302.304231621897,302.294203387676,302.305752427477,32.1175420467152,29.2384044531283,32.6100093506159,10,2,1,4,1
"FT2114",302.899032392605,302.897724513623,302.900678504481,202.90103924342,202.565364995393,203.813478621237,8,2,2,4,1
"FT2115",302.920262371095,302.92010539742,302.921017823517,201.762172749495,201.521690103696,202.018485930577,5,1,1,3,1
"FT2116",302.964205275457,302.962829002544,302.964635854761,209.065703306905,208.937978682932,209.325978188972,6,3,3,0,1
"FT2117",302.969670553157,302.968880255536,302.970164116467,166.742833471447,166.263636339549,166.877054687065,10,3,3,4,1
"FT2118",303.022423511814,303.021366587914,303.022850119975,197.580528676799,196.901046047856,199.668536794224,5,1,0,3,1
"FT2119",303.027818906277,303.02687964406,303.02815728662,167.757221945898,167.381068652167,167.941035181059,4,0,1,3,1
"FT2120",303.033570535401,303.03314591499,303.035955191832,161.235897819322,159.85244513431,164.256491830209,9,3,2,4,1
"FT2121",303.124806460278,303.12461078019,303.125453372601,170.463267416025,170.202394951834,175.721732126073,11,2,3,4,1
"FT2122",303.136767600431,303.133962204782,303.138046851809,34.009325521964,33.7457069323005,34.4633979139619,5,0,3,2,1
"FT2123",303.173274939669,303.172180754329,303.175472251161,33.7826765842644,32.9952843297852,34.4633979139619,10,3,3,4,1
"FT2124",303.202724208597,303.201832244884,303.203763739042,29.5674878633604,29.0006330124552,29.9044668929472,10,3,3,4,1
"FT2125",303.207148580799,303.206507191001,303.208176039685,32.3471501473469,32.0656998108638,32.6100093506159,7,2,1,4,1
"FT2126",303.246585174725,303.239030318069,303.251403426988,27.0478274443799,26.2055282595683,32.184017275849,8,3,3,2,1
"FT2127",303.283854914516,303.280305783199,303.286016311429,26.6246674098968,25.9313113496434,28.1946688677283,8,3,3,2,1
"FT2128",303.327915613416,303.319143382476,303.328722769376,27.3289972506939,25.9313113496434,27.6123475832082,6,0,2,4,1
"FT2129",303.877637504279,303.877089952216,303.878545039444,206.098746774684,205.998221255441,206.236345457096,4,0,0,4,1
"FT2130",303.971822866527,303.970030528975,303.974631364884,166.742833471447,166.050764288315,167.382168204948,6,2,1,3,1
"FT2131",304.039185146641,304.038739481786,304.03979583672,163.793085134702,163.414801404057,164.256491830209,10,3,3,4,1
"FT2132",304.059107766219,304.057663726371,304.06015018096,165.912547765538,165.704593811423,165.984694874043,9,3,2,4,1
"FT2133",304.10212755186,304.101269223763,304.102518943336,163.661803231283,163.414801404057,163.999329265642,10,3,3,4,1
"FT2134",304.100929624913,304.100260439221,304.10135453322,187.861640811954,187.522175603008,188.319547638892,9,3,2,4,1
