"","MS_QC_POOL_1_POS.mzML","MS_A_POS.mzML","MS_B_POS.mzML","MS_QC_POOL_2_POS.mzML","MS_C_POS.mzML","MS_D_POS.mzML","MS_QC_POOL_3_POS.mzML","MS_E_POS.mzML","MS_F_POS.mzML","MS_QC_POOL_4_POS.mzML"
"FT4799",681.101758741258,420.449077164204,356.703836740646,621.74386514123,88.6090570655795,69.1679753756463,501.242360139861,1262.79497202797,197.681255244755,425.975257269316
"FT4800",1905.99240209789,2637.68420979022,1863.52164335665,1941.5596993007,1573.43513286713,2512.16984240023,1963.72881818182,1934.38471678322,2219.1204755245,1897.69524125875
"FT4801",2435.66674825175,1520.76826110361,5781.1242062937,2281.90165384615,156.928395104895,1864.29393356643,2359.16384265734,2263.71234965035,536.821795308071,2887.71275874125
"FT4802",633.171314685312,1016.99727272727,807.627283216783,591.847772727273,1373.18532167832,1222.26193006993,563.464237762241,795.865709790211,988.733076923076,633.35438811189
"FT4803",5037.09656643356,7012.98139510491,6263.49504545452,5338.47639860139,9153.58385664334,8343.89268881119,5158.15362587412,5812.93085664334,6930.73882867134,5031.91002797202
"FT4804",407.145545454546,328.474699300701,398.135926573427,429.80697902098,290.388272727274,372.537188811189,472.449755244755,368.308615384616,405.020853146854,423.72555944056
"FT4805",21600.9326406499,26601.4881503496,23804.2640664336,23046.5238041958,27624.2959995277,27062.5127893966,22231.3352307692,24828.3290834982,26186.6662027971,22154.9247051811
"FT4806",692.885118881119,NA,334.179635577192,900.321618881118,NA,726.224643356644,924.206034965033,408.441692307692,NA,1107.80526923077
"FT4807",15124.5158601399,13435.4417307692,13476.9037972028,15308.4202117099,9781.02136363634,12766.8058741258,15076.974,14324.2950839161,11177.366873475,14606.6889335664
"FT4808",22.8217296924378,235.604769230768,123.467169996347,139.185974507746,177.199331811393,206.44244055944,78.5513223382839,187.532548951049,235.708174825174,205.869496407601
"FT4809",335.680248251749,106.743140892084,75.1010912360081,288.940594405594,127.745850838456,117.775584877894,392.233353146853,157.44834965035,77.6953395918257,346.030115486062
"FT4810",206.68306993007,NA,NA,217.615122377623,NA,NA,46.8175043943954,NA,NA,176.471076923077
"FT4811",399.211604895103,NA,8.59914681871958,150.858031468532,NA,NA,275.539489510489,12.7830508494602,NA,289.98473076923
"FT4812",20.8166464925807,35.223075392,1565.91416433566,14.4030589925484,2905.11741608392,518.249653846153,NA,2797.91735664336,18.5999217529213,NA
"FT4813",995.360255303653,NA,8.72738068661563,1155.64629020979,11.9325412329662,NA,821.743115552261,5.64743816554932,NA,1141.31222337239
"FT4814",234.473486013986,149.994692307693,273.976374125875,230.228653846155,229.27133916084,89.0485701292518,132.601466489047,455.190125874126,52.1983028278903,191.724052447553
"FT4815",1037.05243006993,NA,NA,1066.85567832168,NA,NA,651.435083916083,6.16611318197087,NA,641.125416083917
"FT4816",NA,250.176503496505,NA,NA,143.641751748253,570.616132867134,NA,59.5402670477586,225.385733935039,NA
"FT4817",13.4650135781513,6677.55218181817,2287.9873006993,776.753559440558,5172.73576573426,7633.54005981908,5.94524344623847,3579.23994755244,5385.88005944057,13.0212454796547
"FT4818",4947.89753496503,4355.18577272726,3851.25161538461,4964.037362139,2889.51877972027,4313.6885874126,4881.9758181818,4480.96241958041,3523.54661010181,4842.02874125873
"FT4819",1174.60625874126,4121.73723776224,1745.03379020979,821.918922616613,3610.98936713287,2633.0264055944,1238.71700160656,1695.62997902098,2942.20378003809,1609.80024908517
"FT4820",534.842024475523,664.684982517487,531.35094755245,519.283384615387,500.15725174825,719.809609017958,493.308419580422,561.326538461537,506.720905594399,506.112178321681
"FT4821",2016.74337062937,934.717358204362,232.833677083804,1865.88111188811,120.185944509043,102.214131166809,2654.02131818181,658.426993006993,161.540907549403,1987.29358741259
"FT4822",2222.58033566434,2064.18865384615,5106.88461188811,1508.54291958042,98.5414449585708,1513.04333916084,1577.838,2319.7094055944,424.485493006993,1635.44141958042
"FT4823",80.0951456702502,NA,NA,139.553328671327,3.97278731146474,NA,180.900608391609,NA,NA,225.63620979021
"FT4824",1422.84927272727,1342.99316433566,1273.33648951048,1430.37484921969,685.523811188814,936.893055944051,1454.3909055944,1328.87472377622,1084.61911040828,1462.61782867133
"FT4825",798.82700241834,837.50857342657,760.483437062935,845.121566433564,382.651899501808,771.750419580418,788.176625874121,797.835618881126,860.205125874122,800.317678321675
"FT4826",730.537437062938,NA,NA,721.914776223776,NA,NA,829.066709790209,NA,NA,718.545064437257
"FT4827",889.921877622384,161.634000000001,315.123020979021,738.838499999999,NA,33.6623048366762,775.116975413481,459.525031468531,28.9043650347276,688.475748251747
"FT4828",730.097150349653,NA,NA,305.535566433569,9.86337739402672,9.42447019641697,457.116461538459,77.974341357293,NA,452.639454545453
"FT4829",NA,12.3901774037895,254.872678321678,NA,494.320038461538,41.7824701625941,NA,558.644821678321,NA,4.25148379917586
"FT4830",17.6461678909417,1391.32682517483,553.822804195804,8.72077655442276,980.734751748251,1549.11009102538,5.39952713150113,689.652555944056,1228.08353496504,13.7503834753877
"FT4831",NA,358.279573426573,53.9975148789004,84.089639237944,394.332031468532,447.905884615384,137.712513986014,41.6699040498766,258.96662937063,129.071267626777
"FT4832",513.575590909091,888.699285804232,770.996846015436,489.898961538461,212.959468257107,720.090150264691,1263.3558986014,671.211223605869,216.37963427395,899.041111492137
"FT4833",10704.8358881119,15783.0556888112,13611.9745909091,11615.9783496503,20924.8556223777,18406.7746153846,11085.0793951049,12909.8938531468,15773.9917657343,10736.8470734266
"FT4834",8465.67855640706,10388.3702202797,9198.73665734263,9082.44991258741,10987.0547210561,10715.9987872828,8841.87387062935,9390.39275518335,10040.0032762238,8530.01750316185
"FT4835",353.010115384615,NA,19.5482853878754,391.726080419582,NA,NA,318.16860839161,NA,NA,485.554951048951
"FT4836",272.332889368544,319.424758741258,370.716860139861,275.018234265736,352.357709158747,485.343262237763,271.053052447553,472.165293562722,284.270433566433,331.176161020294
"FT4837",431.369655372651,797.44915408015,853.013848720529,589.253653740406,731.24368084176,711.624242363763,756.288031468531,890.641998372063,722.551747845841,486.028080419581
"FT4838",469.137199300698,NA,NA,275.226996503498,NA,17.966849643366,385.521419580418,NA,NA,312.234818181819
"FT4839",1631.75491258741,1764.38656993007,1126.87111740041,2138.73595804195,1635.05153496503,2350.8140034965,2252.91246014828,1937.19422727273,2121.40251398601,2527.726993007
"FT4840",320.393454545453,NA,111.912984865114,163.322624202148,30.9655868822852,NA,315.412426573427,59.8672250420161,8.46095386503411,276.262678321679
"FT4841",173.064220279721,30.0823553000766,NA,162.116234265734,224.158940559441,NA,197.80435280258,28.9395270309338,26.3425340851433,192.505122377623
"FT4842",12.2197198233859,451.77904195804,98.8004099460503,10.0685728140642,364.78297810175,575.935455370587,26.0585787910399,120.517118096491,346.10275174825,6.73082761724937
"FT4843",9.70280191293033,894.837870629373,755.45948601399,247.459667832167,1162.5026013986,1456.78159090909,54.2443969912637,784.167870629375,579.637132867135,105.856989396684
"FT4844",NA,3696.85535664336,1356.03625174825,NA,4139.83451748252,3434.52967132867,NA,3853.60523076923,3897.49909767413,37.6467585090494
"FT4845",66.5253984976367,413.983794409705,350.835671328671,39.3009392053024,432.881832167833,342.07155944056,30.7284603908945,423.757751748251,487.944317021311,NA
"FT4846",1891.15207342657,701.428015401543,1135.93841958042,1636.6035944056,1734.97418181818,1381.24315384615,1565.4611958042,1698.12862237762,1022.96325524476,2027.20847202797
"FT4847",4327.53388111888,58.8275609946133,75.0161729015317,4414.55684265734,676.952527972027,904.405627794888,3123.03495104895,1014.81567482517,750.475856643356,2667.95505944056
"FT4848",8833.62646153846,5180.69897202797,12887.3247692308,12366.7476036845,1684.57858741259,11399.1631573427,9395.53733916084,6646.6209020979,6013.91447638776,9414.55713986014
"FT4849",1521.49235664336,3058.04095804196,2232.15380769231,2025.76697202797,656.905642935057,3125.12354895105,1821.47231118881,2997.6277027972,3261.65437762239,1696.08392307693
"FT4850",2385.34236713287,3648.6676993007,5585.75104195804,772.391458106183,182.988685386305,1713.69655712969,1926.63482517482,2176.92579020979,1819.96242317661,2028.46234615385
"FT4851",1278.92169230769,5.24276715868454,3.87323373889911,1631.87425174826,18.1731717884737,23.356690497319,1524.24333566434,5.56265919455448,20.8575000654414,1594.68595804195
"FT4852",261.209248783223,180.229719180204,317.881153846153,316.9865979021,35.3505063741015,192.680571167669,253.750174825174,116.478770933875,241.065430069931,294.290370629369
"FT4853",493.314923076923,13.8216642622764,21.8445570681781,483.535940559442,21.9214494754798,16.2649459092668,395.128384615385,15.9048726539291,6.33430844291168,184.210888111888
"FT4854",976.813468531467,35.3459026509335,50.1929750352983,852.543031468532,49.9405285696888,80.935508753854,1025.90966433566,104.415147316711,184.374143213615,963.730709790209
"FT4855",715.758891608392,727.565339160838,464.036378565189,822.013993006993,723.763395104893,1011.68879370629,945.760511102071,788.159391608393,914.579559440561,1043.1875034965
"FT4856",183.532248251746,131.463141114243,67.3093504201723,222.483965034966,317.241209790211,300.523321678321,238.327132867132,163.459856643358,280.269482517483,201.909503496505
"FT4857",48.9353065108665,108.945018792907,243.044118881119,96.4038714323757,234.51510839161,255.456041958042,128.103272727274,231.370993006993,203.420916083916,140.80947902098
"FT4858",415.527251748253,9.25793816685143,7.34330438309109,880.663066489099,9.36366153480622,27.5309020667253,1508.9263006993,21.9460505233085,NA,806.689804195804
"FT4859",129.600456514027,2858.41775874126,883.335786713286,133.399940126536,673.09758041958,2063.31523426573,172.932114209702,710.685513986014,2241.5894055944,357.975860139861
"FT4860",462.154654698756,100.530416137116,474.723377622377,641.448314685315,790.894437062937,113.72747092402,570.645398601398,556.348234089824,216.656591281247,749.86777972028
"FT4861",1311.45185664336,34.6179393843151,23.228930737109,1114.06450761511,21.7473579968196,304.822700135198,978.40845104895,188.502298187924,275.551119683138,957.292573426573
"FT4862",3530.01368181818,1925.3816013986,3504.37137062937,3565.04091547141,1396.53937762238,3023.59096153846,2952.07591258742,2755.83583216783,5046.75450218717,3563.10704895105
"FT4863",101.423882577067,919.797965034967,659.738423076926,467.868041958046,647.386332167832,620.341541958046,336.640240860821,714.744020979021,1016.83208391609,388.038272727273
"FT4864",920.041846153846,1285.10196503496,2195.44774825175,905.064618881118,298.429603933888,653.030391608393,709.23686013986,896.83672027972,294.901099740283,808.235685314685
"FT4865",471.34155944056,54.7442741113916,NA,382.272857010146,45.8876995707927,NA,313.18627972028,NA,NA,442.256622377622
"FT4866",9587.95141258736,14190.7461083916,12227.0394020979,10721.856513986,19010.55793007,16551.5452552448,10264.888006993,11631.4413881118,14606.5198426574,9863.59495804194
"FT4867",244.524296462708,56.0725179522574,126.034185314686,24.7619849147524,NA,128.890194707225,311.182227272726,64.865918838982,17.1886127040995,251.070409090909
"FT4868",2286.82852396359,2719.2826048951,2305.88394755244,2297.85603146853,2900.4951531084,2753.70236698875,2343.26506993007,2575.1477452106,2549.37713286713,2311.14061077381
"FT4869",470.617487040376,352.534384615384,351.972886276603,399.690912587413,295.418402097902,265.801210748187,391.907202797203,368.302111888112,269.242389969656,413.641888111888
"FT4870",6338.1068854113,7671.20515384615,6903.24952447553,6966.79356293706,7820.52153146852,8198.95152748601,6700.2071118881,7760.02817236587,6584.65233566433,6649.0132132867
"FT4871",82.1836389911005,298.61226923077,135.206574123945,76.4400005643018,215.017005752735,281.723013986015,161.941864035367,213.558566433566,244.103863636365,138.389163114161
"FT4872",65.9874355505314,343.235034965037,46.1025835644607,8.85716929715594,278.722300699302,261.984251748251,21.1149159203191,304.926839160837,295.006080419581,25.8405592365917
"FT4873",336.748447552446,175.122902097902,331.021143356644,191.254541268146,246.901667832167,262.186835664335,325.42781118881,369.112122377622,198.35079020979,319.311877512263
"FT4874",302.106597902099,NA,3.65895600654664,56.6862273659247,9.61572506592845,6.88459597403493,216.877951048951,25.247645390881,3.54328715367147,211.968786713286
"FT4875",565.442926573429,516.468671328672,522.960461538462,564.007279720279,506.25427972028,552.797853146854,569.364534965038,640.36483216783,625.097223776223,679.977304195803
"FT4876",579.259604895106,567.881412587413,404.500449389661,807.125863636363,523.713566433567,860.4890034965,850.546412113082,660.481447552447,679.42905944056,899.741832167833
"FT4877",NA,612.962999999998,23.6339803325789,5.36890764667764,341.124975524475,689.031797202794,3.1675067587367,638.02454895105,468.469290209788,NA
"FT4878",3.1633350331569,56.1467362170333,134.675706293706,42.0702825238838,191.217104895105,230.876727272728,NA,203.180611888113,29.0666098436372,10.2461778188394
"FT4879",1344.75886363636,1350.47153496503,1088.43720629371,1572.70446503497,1696.44161538462,1218.25642657342,1253.85461538462,1533.98784965035,1686.90358741259,1283.13920979021
"FT4880",39.1756380690762,987.515622377623,536.269867132868,115.216409898349,1014.34417132867,330.314219083536,73.530342450276,1008.67604895105,942.687249190905,122.430032836465
"FT4881",670.934517482518,1213.77941958042,841.304139929818,2021.07827622377,1048.53045104895,1275.24453524853,958.97632867133,878.327118881118,1124.92572377622,1296.15368181818
"FT4882",394.027095849637,1049.54109440559,430.905744755244,250.193307052119,988.483993006992,196.255688811189,407.178062937063,555.782958041958,749.775322426812,416.57463986014
"FT4883",6.26526499780331,342.735891608392,69.8501727129412,53.7741189841515,287.432433566434,286.290094405594,49.0988618389601,200.514178321678,273.598846153846,28.0464758808769
"FT4884",571.222258741258,148.577580419581,210.602402097905,606.245213286711,57.7109189348282,111.237384781784,631.208721566296,225.948702797203,67.8354217717684,570.012933566432
"FT4885",1744.42181118882,1658.34185664336,2019.21199302015,2031.96968181818,1828.3734965035,1450.97006643357,1857.66675633085,2708.44355244756,1511.77743356644,1896.93368181818
"FT4886",NA,785.158678321674,231.622678321678,9.68235976692267,569.038384615384,743.790059378767,2.96317133121182,107.263246521027,822.842213286714,NA
"FT4887",40.0655723459482,553.516814685316,276.059118881119,40.9761535356288,391.471468531468,263.422960541341,NA,721.962902097902,431.534742719391,115.856360544857
"FT4888",466.550758741259,342.813608391609,112.796570799591,599.54466083916,193.505936640163,66.5871593083431,78.124123835889,516.480377622377,380.821342657343,426.459954545454
"FT4889",1392.22365734266,1430.01775174825,1326.99358741259,1468.05312587413,1143.09811888112,1798.70812237762,1337.68403496504,1247.6958041958,1219.06903846154,1470.68964335664
"FT4890",16296.0726293706,1516.54644755245,1397.72724125874,17946.3413307753,1814.36821678322,1396.84829370629,17802.8615559441,1439.71836713287,2713.45899372574,19192.0298706294
"FT4891",72.8064005730045,1250.97909440559,847.236828671329,183.067941209212,386.038995587557,1010.29639510489,153.885659752202,639.225419580418,773.134363636363,195.717093066254
"FT4892",5187.1614965035,7808.01433216784,6450.99215034964,5367.65368531469,9930.04215734266,8788.23725874123,5396.11688811188,5919.2201013986,7559.30924475522,4980.09211888112
"FT4893",921.8116342871,434.636800699299,719.143636363638,430.892912927217,406.334895099597,559.10982167832,856.33088657728,584.193221025209,294.070552447552,880.532779720282
"FT4894",338.967765734264,438.665391608393,372.898132867132,278.967807692307,498.48819824732,433.07243116723,173.710993006994,406.046850406208,425.240939835317,284.168328671328
"FT4895",556.950660839162,453.777566433565,498.398706293707,616.365304195804,423.225440559439,442.673496503496,480.378045830807,553.080755244756,388.809912587414,597.901552447552
"FT4896",14553.5783109253,17886.1515104895,15468.4126258741,16089.903986014,18279.9629370629,18322.7486911757,15558.9465,18167.8136026389,15511.5106468531,15223.8453881119
"FT4897",566.222045454548,9.23705009750867,NA,486.4816993007,7.69810447485919,1.93262938658307,544.998627039531,2.12460533563877,11.7073154183911,778.253916083916
"FT4898",256.516762237762,22.1867156041498,141.975881118882,89.0728252560409,26.9876069924499,97.324812599253,255.926895104895,202.791052447552,33.9427831241157,212.159987846575
"FT4899",327.621694047074,314.039653895561,206.136544678776,376.065986013987,370.429730769232,337.28466083916,371.45708643833,400.556853146852,311.850520294315,343.523430317831
"FT4900",144993.617958042,171371.573129371,160454.995285584,148377.948765734,175939.432017483,175626.704884616,148465.392941938,149147.655461539,173135.492097902,147669.485343481
"FT4901",182.082142860488,138.228985204615,253.34619170374,161.974458041956,253.242902097902,158.188772727273,180.773139860141,166.665017122095,143.382508659324,127.32447902098
"FT4902",2868.06764685315,NA,29.3577858053368,2823.31968881119,NA,NA,2744.40105944056,NA,NA,2708.57784965035
"FT4903",17308.4173006993,NA,6.84918095759085,17392.2476958042,NA,NA,9604.3425,NA,16.3977979874632,16930.5995979021
"FT4904",193.959954545456,287.450318181817,278.840013986014,228.85153846154,317.129024475526,243.2441013986,104.210217431987,246.719895104896,250.634999999999,204.074192307693
"FT4905",NA,582.569559440559,48.6820009202176,17.329245890528,448.606311188812,558.916652828842,NA,25.2733336932992,638.255097902097,NA
"FT4906",296.16727972028,278.059128899174,230.821551871964,152.039391608392,379.472721989399,208.603666182249,339.406751748252,200.786817210894,124.560971973436,63.1315034506167
"FT4907",134223.961888816,262846.367926573,110513.724881119,137497.284020979,261024.93170979,87202.5464895105,119794.749954545,171439.422157343,221575.732237762,132309.831493007
"FT4908",9011.94720570354,31166.1401643357,11107.4387412587,4829.98111961735,27238.7118826529,9116.22005202554,1502.05892488623,16730.4139527607,22968.7296293706,1860.96547839491
"FT4909",764.596898601403,1424.45205944056,1279.08688111887,822.157720279718,1186.13923426573,1389.8489055944,747.48847552448,1223.43646153846,1413.07329946728,734.234024475523
"FT4910",994.707513986015,1794.37321678322,2168.87576223776,588.563506993007,72.0313118664018,753.503884615384,472.136937062937,900.878318181816,294.304544254393,378.67844055944
"FT4911",5151.4121013986,462.698737762239,427.221188811189,4768.7801737967,382.136024475525,732.832570296581,5244.89596153846,333.879709676253,1204.5604023735,5575.71842307692
"FT4912",414.84015734266,839.462223776223,754.814989510489,420.367479020979,619.252531468528,790.118569930069,359.312328671328,706.674157342653,807.2491048951,620.194888111887
"FT4913",11.3599654684937,364.619832167833,334.748297202797,113.109814702783,425.126087412587,432.198314685314,151.400399006334,326.772409090908,447.941003496503,NA
"FT4914",12687.1601538461,14752.0167167832,13713.6278082232,12947.724041958,15784.8730909091,15172.332493007,12641.0426895941,13278.3273356643,15005.9857342657,12942.4685664336
"FT4915",5885.17657342655,4714.37128321681,6034.83814999718,6090.58951048953,4927.88757692309,5216.59111888115,6117.32440909093,5919.88150699302,5768.34451048952,5822.30337062939
"FT4916",852.603512629658,1080.92404195804,237.714178321679,748.832947632791,1114.88096202918,1493.85502120466,739.550958041959,1069.91776802094,906.929216715321,662.543162144416
"FT4917",594.543472027973,NA,NA,402.229711920309,NA,NA,273.078241258742,NA,NA,273.449265734266
"FT4918",NA,799.021531468536,865.652129370631,NA,698.315538461541,528.270241258741,NA,1061.37323076923,332.957234265734,NA
"FT4919",228.514929585669,2712.49815734265,1709.79752097902,727.146839160839,3968.08855594405,3148.4218640374,11.874235660354,2192.5173153689,3698.76575874125,39.3460906863131
"FT4920",205.424476562113,10257.4824755245,3340.51512587412,1176.49259790209,8693.54743496877,10966.9716948528,252.111198024235,4061.66509090908,12589.2376573427,219.382444579333
"FT4921",181.907024475525,459.366671328671,209.877836014393,289.492741258741,538.477479020979,215.035835664336,181.35065034965,204.041820306029,396.971661015639,156.987406588976
"FT4922",35575.494534965,78841.002986014,31405.4038006993,39908.5570384615,74168.3565104895,24287.3115944056,35766.5087307692,49742.0092657343,64295.1513356643,36601.8422097902
"FT4923",1617.14675874126,NA,NA,1532.21044405594,NA,NA,1359.69934615385,138.095895104895,NA,1397.86153846154
"FT4924",298.217181818182,2782.77331468532,2156.27426223776,372.294794059234,1205.37982867133,1585.06078321678,235.944902097902,1817.09610839161,1683.11970669226,540.194191076618
"FT4925",853.178097902098,41.7843681728819,51.3218388180803,1104.27546025225,15.239074545111,NA,822.421437062938,44.7839848720762,NA,1068.11117832168
"FT4926",1657.02359790209,2613.35105244756,2200.78191608391,1754.54320279721,3266.52322027973,2973.14529020978,1666.27514685315,1913.01422727273,2519.36804895104,1597.55985314686
"FT4927",1057.26503447094,517.813269230766,1152.08887762238,635.368520979022,518.605131478456,771.572548951049,965.328618881121,759.841567513601,213.292683446043,953.266583916086
"FT4928",345.272255244755,257.837297202797,298.293597902098,445.213437062937,258.032727272728,300.546409090909,380.733545454545,322.269713286714,239.187492166633,406.81224125874
"FT4929",14093.5832287012,16823.6834160839,14855.0642937063,14685.4199370629,17443.4422447552,17833.365638686,14754.277006993,15961.6209631591,15122.4796153846,14548.3233041958
"FT4930",1422.23469230769,1596.60871678321,1456.82679020978,1515.79789510489,2064.19725136902,1755.92161888111,1637.34856993006,1352.56696153846,1658.89758041957,1616.70008695797
"FT4931",249.726475684204,NA,NA,643.438384615384,NA,NA,732.457919580419,NA,NA,566.561202797202
"FT4932",4592.99555244756,5237.39222727273,5077.36823562454,4670.26424475525,5662.48904895105,5544.63008391609,4658.343695464,4701.34608041958,5237.06965384615,4679.84812237762
"FT4933",720.14322377622,657.740223776222,803.833212550268,251.218064024318,682.160202797204,670.353755244758,758.648800699303,718.81130769231,665.849433566431,695.341814685313
"FT4934",13.2853807208388,3289.12579720279,1310.65973076923,258.605685314685,3157.64168181818,3911.35273432597,14.6302643010514,1453.30586816115,3449.09132517482,12.9700360265278
"FT4935",13.1951141723341,1696.41495104895,606.267975524475,238.804814685314,1261.88025524475,1856.84488308509,72.1520507734855,807.266989510492,2057.9013986014,26.1383144963068
"FT4936",362.917216783215,690.935695804194,356.270318181818,586.78805244755,814.187360139861,886.378772727273,360.69237062937,493.863818181817,1214.62975174825,420.131727272725
"FT4937",632.698835664335,461.638017482516,692.583681818184,550.346685314685,637.120562937061,488.775482517482,531.504430069927,751.654940559441,475.388685314685,471.273923076923
"FT4938",7123.38507692308,15233.7014370629,6637.19798601399,7337.59822027971,15792.5459160839,5764.84530419581,6732.09895804195,10265.5890839161,12694.0203671329,6612.55233566433
"FT4939",1411.33175317356,5008.43045454546,5803.33494755245,2585.20876672096,2066.96692681556,5176.66615384615,3232.62537062937,4177.62340909091,3974.16582258634,3096.8960979021
"FT4940",3717.61809440559,3878.65767482517,7504.70133566434,4319.61684965035,395.699196316869,2111.22300991831,4288.57956293706,3910.65032517482,896.280020979019,4371.99308391608
"FT4941",2589.41883566433,34.3911998885706,333.905118881119,2252.93865734266,NA,310.908430069931,2286.13217832168,NA,NA,2653.16513286713
"FT4942",206.381113055092,30.8661852558127,117.588565165942,115.581503802239,NA,NA,175.889339160839,NA,13.8089489879756,192.636493006993
"FT4943",61.6752698438916,602.91282167832,471.064835664334,57.7292124073653,538.589339160838,628.817223776222,75.8781191081505,384.930251748251,637.091947552446,58.1579487385527
"FT4944",192.435363446833,68.0306197294453,40.6793485924558,272.030202797203,47.1163775747074,148.657295565017,283.566231348594,127.934134358491,199.625697685502,223.261783216783
"FT4945",19105.3083461538,25559.0914720279,27668.8920572336,21206.5968461539,22708.1023321678,24145.6781223776,20359.8888430096,33784.8637552448,23391.6321713288,19127.9187272727
"FT4946",NA,775.154674825173,155.074642766239,14.520392063706,375.584635359079,895.905961425122,3.20981386389976,110.769546610481,753.474618881117,NA
"FT4947",2015.00498601399,5533.74225524475,2171.77046853147,1853.45748251748,4829.03735664336,1318.08781701033,2158.81843006993,3282.77838461539,3785.6875182329,1666.93655244755
"FT4948",1721.23879720279,1894.60442490651,1567.4128951049,2007.08177622377,3337.7326048951,2407.34597202797,1652.19637762238,1567.30363636364,2751.54482517482,1798.00834615385
"FT4949",914.829092918521,849.051574770614,2126.18876223776,640.405153846153,280.050965034965,671.076120390926,846.630554873398,655.095576923077,732.635565580336,678.8689063372
"FT4950",2311.09032167832,3836.73776223776,3952.75818881119,1688.41708567442,2057.41526223776,4297.52122027972,1893.5638951049,3187.44818181818,2578.85649526256,2078.20921678322
"FT4951",2253.74801748252,1253.38148601399,2785.13538461538,956.059185314685,35.4186733227229,739.248287826059,1148.32107692308,1560.8759055944,133.32470756901,1227.99736363636
"FT4952",611.489958041958,70.9712717972387,120.038790618365,808.210646853146,17.9872321136946,99.7524149744194,429.79360706129,NA,33.6385519149445,502.421118881117
"FT4953",393.552912587411,696.074433566436,579.99645104895,492.386874125872,551.719248251746,747.634153846153,336.650244755247,486.730783216783,634.180332167832,300.719006200451
"FT4954",676.065388310175,354.704601398603,662.381769230768,453.971695804196,369.324689806408,519.869999999997,597.697667832171,500.853629194082,240.986412587412,651.880868689986
"FT4955",7017.01779020974,10044.1648636364,8956.29833916082,7855.62447902095,12496.8047622378,10542.1574265735,7418.42107342658,8097.22124475523,10328.6603181818,7115.97076573427
"FT4956",7354.15643899545,8832.97123426573,7830.48033566434,7909.90688811188,9121.34212237761,9515.93883444428,7565.64950349649,8218.82204018361,7641.56319230768,7597.36315384614
"FT4957",704.460367132865,894.745520979018,801.110129370626,902.751650349647,1109.3252108353,916.997884615383,901.754339160836,751.097265734264,846.795566433564,850.79406212731
"FT4958",188.870968531468,227.250052447551,175.260037737352,104.41986462379,240.681073426572,257.665930069929,102.18431138775,392.445692307694,222.71744055944,124.167166339263
"FT4959",147.354587013137,NA,NA,393.239769230769,29.8372428670861,NA,464.562965034965,NA,18.5557850556037,365.217828671329
"FT4960",2121.66070279721,2978.24630769232,3121.44578556501,2325.81423776225,2500.31247902099,2775.09951398602,2203.91392736359,3697.60423426574,2485.62953496504,2250.90078671329
"FT4961",NA,159.929433566434,77.3582439561333,5.484641834243,233.378622377623,132.165681818182,NA,18.2665520256328,138.690314685316,NA
"FT4962",412.815293706294,1530.78845454546,499.19507237961,402.470864724634,1066.10686962051,677.152473824453,306.975765734266,1216.80029370629,572.524457932552,402.609681818182
"FT4963",488.368720713301,574.503597902096,456.597157342656,479.058608391606,921.175405594409,597.807251748251,243.385034831675,552.071412587412,713.257972027975,527.559083916082
"FT4964",3809.71670979021,2945.16822377623,2604.62140909091,3089.16116433567,3204.41580419581,7827.85194755245,2982.33960839161,3147.22795804196,5971.18531468531,3821.64119580419
"FT4965",3308.48540559441,3313.59195104894,7415.83170629369,3217.77203496503,755.099074350357,3762.10859630498,2900.50495112696,4811.60599604724,2054.03258717674,2356.6239020979
"FT4966",26212.3224965035,7427.22024982169,9864.0212236409,27572.4513166304,6831.3045944056,4801.28888811189,35169.0081188811,5240.08223167443,6083.02519087806,29921.5250664336
"FT4967",5229.22220979021,4353.81418531468,9197.25906293706,5738.71945804195,261.072786713287,1987.25879370629,6119.67834965035,4506.57351398601,988.216048951047,5695.13627622377
"FT4968",29.4018256397714,146.023685179286,265.304286713286,29.1388811704674,221.682734265734,106.957132555505,32.5713897971359,394.216269230768,212.776195804197,78.228680911473
"FT4969",583.176986013991,926.229597902103,852.787888111894,589.874937062941,607.144321678327,715.975132867138,618.230734463676,1084.69151748251,637.343958041956,565.90077272727
"FT4970",NA,186.961541958042,247.734115384616,NA,309.377181818181,123.789861704309,36.51799491295,649.277223776224,308.839667832168,NA
"FT4971",2995.68803496504,1751.16186614417,2552.43897902098,1299.15472027972,5072.5003006993,2494.48625151593,1037.93853146853,1393.08602097902,1637.89226223776,1716.49498475267
"FT4972",8330.47532517482,895.898789780635,905.087706293707,8269.57485821306,750.187426573428,1279.17695454546,9021.16226223776,614.85876923077,1819.77156201118,9656.1860979021
"FT4973",1770.29141958042,1568.92073076923,3259.39376223776,1979.10633566433,83.8690102862368,599.557017482518,2133.73411888112,1651.98176223776,135.594850647552,1806.78644055944
"FT4974",150.975155401957,NA,264.329087412589,73.1336880640868,NA,166.057027972029,279.61132867133,167.371196259579,23.0061216018698,267.167320708666
"FT4975",12919.2296223776,18005.8701503497,16227.2991293706,13937.357527972,22517.8991223776,19433.0653846154,13021.9751118881,14679.8318076923,18604.6191083916,12962.732486014
"FT4976",2301.55583052357,2691.70875524476,2455.89912587413,2408.28507692308,2791.56474125874,2763.33962258077,2425.73298251748,2505.44066801597,2223.80722027972,2259.94649999999
